2024-01-08,TBP MARRIOT,0.0,44.0
2024-01-15,TBP PURI PIM2,142.0,0.0
2024-01-16,TBP PURI PIM2,71.0,0.0
2024-01-17,TBP PURI PIM2,133.0,0.0
2024-01-23,TBP PURI PIM2,39.0,0.0
2024-01-29,TBP PURI PIM2,80.0,0.0
2024-02-01,TPI BLITAR,1.0,0.0
2024-02-20,TBP PURI PIM2,17.0,0.0
2024-02-28,TBP PURI PIM2,37.0,0.0
2024-03-04,TBP MARRIOT,7.0,0.0
2024-03-08,TBP MARRIOT,31.0,0.0
2024-03-18,TBP MARRIOT,3.0,0.0
2024-03-19,TBP PURI PIM2,4.0,0.0
